,Booking date,Quantity,Customer ID,Product ID,Channel,Landingpage,Channel_Name,Booking Sequence,Previous Booking date,Previous Product ID,Previous Channel,Previous Channel_Name,Previous Landingpage
3372,07.04.2017,2,2000,176,0,0,CRM,1,,,,,
3373,07.11.2017,4,2001,386,5,18,Affiliate B,1,,,,,
3374,12.03.2019,2,2001,30,0,0,CRM,2,07.11.2017,386.0,5.0,Affiliate B,18.0
3375,15.08.2018,2,2001,278,3,4,SEA,3,12.03.2019,30.0,0.0,CRM,0.0
3376,02.11.2016,2,2002,3,2,2,Direct,1,,,,,
3377,07.11.2015,2,2002,206,2,2,Direct,2,02.11.2016,3.0,2.0,Direct,2.0
3378,10.12.2018,2,2002,186,1,1,Affiliate A,3,07.11.2015,206.0,2.0,Direct,2.0
3379,15.01.2018,2,2002,9,2,2,Direct,4,10.12.2018,186.0,1.0,Affiliate A,1.0
3380,07.09.2018,2,2003,26,0,0,CRM,1,,,,,
3381,08.11.2017,2,2003,154,2,2,Direct,2,07.09.2018,26.0,0.0,CRM,0.0
3382,31.10.2018,2,2004,30,4,7,Store,1,,,,,
3383,13.12.2016,2,2005,88,0,0,CRM,1,,,,,
3384,13.12.2016,2,2005,213,0,0,CRM,2,13.12.2016,88.0,0.0,CRM,0.0
3385,14.12.2015,7,2005,107,3,4,SEA,3,13.12.2016,213.0,0.0,CRM,0.0
3386,22.02.2017,1,2006,194,0,0,CRM,1,,,,,
3387,22.10.2015,1,2006,157,2,2,Direct,2,22.02.2017,194.0,0.0,CRM,0.0
3388,17.10.2016,2,2007,300,3,3,SEA,1,,,,,
3389,16.08.2018,1,2008,238,3,3,SEA,1,,,,,
3390,17.05.2019,1,2008,79,0,0,CRM,2,16.08.2018,238.0,3.0,SEA,3.0
3391,24.07.2019,1,2008,165,4,7,Store,3,17.05.2019,79.0,0.0,CRM,0.0
3392,08.08.2016,4,2009,434,0,0,CRM,1,,,,,
3393,11.12.2017,6,2009,135,0,0,CRM,2,08.08.2016,434.0,0.0,CRM,0.0
3394,17.12.2017,2,2009,9,0,0,CRM,3,11.12.2017,135.0,0.0,CRM,0.0
3395,23.05.2016,2,2009,412,0,0,CRM,4,17.12.2017,9.0,0.0,CRM,0.0
3396,25.08.2015,2,2009,5,3,4,SEA,5,23.05.2016,412.0,0.0,CRM,0.0
3397,13.01.2019,2,2010,171,4,7,Store,1,,,,,
3398,30.11.2016,2,2011,146,1,1,Affiliate A,1,,,,,
3399,29.11.2012,2,2012,794,2,2,Direct,1,,,,,
3400,05.07.2013,2,2013,870,4,6,Store,1,,,,,
3401,05.07.2013,2,2013,871,4,6,Store,2,05.07.2013,870.0,4.0,Store,6.0
3402,06.11.2018,2,2014,74,0,0,CRM,1,,,,,
3403,11.07.2017,2,2014,155,0,0,CRM,2,06.11.2018,74.0,0.0,CRM,0.0
3404,03.03.2019,2,2015,92,0,0,CRM,1,,,,,
3405,20.08.2019,2,2015,0,0,0,CRM,2,03.03.2019,92.0,0.0,CRM,0.0
3406,21.03.2018,4,2015,93,0,0,CRM,3,20.08.2019,0.0,0.0,CRM,0.0
3407,05.03.2018,2,2016,9,5,19,Affiliate B,1,,,,,
3408,18.04.2019,2,2016,10,0,0,CRM,2,05.03.2018,9.0,5.0,Affiliate B,19.0
3409,04.12.2016,1,2017,215,0,0,CRM,1,,,,,
3410,27.01.2016,1,2017,423,3,3,SEA,2,04.12.2016,215.0,0.0,CRM,0.0
3411,26.10.2015,4,2018,206,6,20,Affiliate C,1,,,,,
3412,25.01.2018,2,2019,163,3,3,SEA,1,,,,,
3413,12.02.2018,2,2020,135,3,3,SEA,1,,,,,
3414,15.02.2018,1,2020,66,3,3,SEA,2,12.02.2018,135.0,3.0,SEA,3.0
3415,01.11.2018,2,2021,464,2,2,Direct,1,,,,,
3416,12.10.2016,2,2022,381,3,3,SEA,1,,,,,
3417,19.09.2018,2,2022,72,0,0,CRM,2,12.10.2016,381.0,3.0,SEA,3.0
3418,18.12.2017,1,2023,136,3,3,SEA,1,,,,,
3419,01.11.2016,2,2024,18,0,0,CRM,1,,,,,
3420,02.09.2018,2,2024,23,0,0,CRM,2,01.11.2016,18.0,0.0,CRM,0.0
3421,05.12.2016,1,2025,213,0,0,CRM,1,,,,,
3422,10.09.2015,1,2025,91,4,12,Store,2,05.12.2016,213.0,0.0,CRM,0.0
3423,12.07.2017,1,2026,155,0,0,CRM,1,,,,,
3424,27.06.2019,2,2026,238,4,8,Store,2,12.07.2017,155.0,0.0,CRM,0.0
3425,03.03.2016,2,2027,570,3,3,SEA,1,,,,,
3426,06.07.2018,2,2027,281,0,0,CRM,2,03.03.2016,570.0,3.0,SEA,3.0
3427,17.06.2017,2,2027,250,0,0,CRM,3,06.07.2018,281.0,0.0,CRM,0.0
3428,31.07.2015,2,2028,389,0,0,CRM,1,,,,,
3429,04.09.2017,1,2029,36,0,0,CRM,1,,,,,
3430,08.07.2017,1,2029,197,4,15,Store,2,04.09.2017,36.0,0.0,CRM,0.0
3431,27.07.2017,1,2029,27,4,8,Store,3,08.07.2017,197.0,4.0,Store,15.0
3432,30.06.2017,1,2029,16,6,21,Affiliate C,4,27.07.2017,27.0,4.0,Store,8.0
3433,03.01.2017,2,2030,407,0,0,CRM,1,,,,,
3434,03.04.2018,2,2030,265,0,0,CRM,2,03.01.2017,407.0,0.0,CRM,0.0
3435,03.08.2019,2,2030,408,3,5,SEA,3,03.04.2018,265.0,0.0,CRM,0.0
3436,05.06.2019,2,2030,165,0,0,CRM,4,03.08.2019,408.0,3.0,SEA,5.0
3437,09.10.2017,2,2030,27,0,0,CRM,5,05.06.2019,165.0,0.0,CRM,0.0
3438,16.09.2016,2,2030,15,0,0,CRM,6,09.10.2017,27.0,0.0,CRM,0.0
3439,19.12.2017,2,2030,9,0,0,CRM,7,16.09.2016,15.0,0.0,CRM,0.0
3440,21.06.2019,2,2030,53,0,0,CRM,8,19.12.2017,9.0,0.0,CRM,0.0
3441,29.07.2019,2,2030,405,0,0,CRM,9,21.06.2019,53.0,0.0,CRM,0.0
3442,30.10.2017,2,2030,409,0,0,CRM,10,29.07.2019,405.0,0.0,CRM,0.0
3443,10.10.2016,2,2031,205,5,18,Affiliate B,1,,,,,
3444,12.03.2019,2,2031,361,0,0,CRM,2,10.10.2016,205.0,5.0,Affiliate B,18.0
3445,09.01.2019,2,2032,54,3,3,SEA,1,,,,,
3446,07.01.2019,1,2033,208,0,0,CRM,1,,,,,
3447,28.02.2019,2,2034,54,1,1,Affiliate A,1,,,,,
3448,29.01.2019,3,2035,190,0,0,CRM,1,,,,,
3449,24.07.2019,2,2036,34,0,0,CRM,1,,,,,
3450,10.09.2015,2,2037,418,4,7,Store,1,,,,,
3451,12.08.2016,2,2037,146,4,7,Store,2,10.09.2015,418.0,4.0,Store,7.0
3452,10.01.2016,4,2038,124,0,0,CRM,1,,,,,
3453,11.08.2015,2,2038,241,4,8,Store,2,10.01.2016,124.0,0.0,CRM,0.0
3454,02.06.2016,3,2039,297,0,0,CRM,1,,,,,
3455,09.07.2018,2,2040,242,3,3,SEA,1,,,,,
3456,15.02.2016,1,2041,195,0,0,CRM,1,,,,,
3457,03.11.2015,1,2042,185,0,0,CRM,1,,,,,
3458,06.11.2017,2,2042,306,3,3,SEA,2,03.11.2015,185.0,0.0,CRM,0.0
3459,18.12.2017,2,2042,387,5,18,Affiliate B,3,06.11.2017,306.0,3.0,SEA,3.0
3460,29.12.2016,2,2042,15,0,0,CRM,4,18.12.2017,387.0,5.0,Affiliate B,18.0
3461,07.02.2017,2,2043,218,3,3,SEA,1,,,,,
3462,11.05.2019,2,2043,55,0,0,CRM,2,07.02.2017,218.0,3.0,SEA,3.0
3463,25.09.2017,4,2044,291,5,18,Affiliate B,1,,,,,
3464,05.11.2018,2,2045,26,3,3,SEA,1,,,,,
3465,11.07.2017,2,2045,154,3,3,SEA,2,05.11.2018,26.0,3.0,SEA,3.0
3466,17.08.2015,2,2045,903,3,3,SEA,3,11.07.2017,154.0,3.0,SEA,3.0
3467,02.08.2016,2,2046,146,0,0,CRM,1,,,,,
3468,15.09.2017,2,2046,228,0,0,CRM,2,02.08.2016,146.0,0.0,CRM,0.0
3469,20.02.2019,1,2046,244,0,0,CRM,3,15.09.2017,228.0,0.0,CRM,0.0
3470,27.11.2017,1,2046,234,1,1,Affiliate A,4,20.02.2019,244.0,0.0,CRM,0.0
3471,29.01.2015,2,2047,783,1,1,Affiliate A,1,,,,,
3472,26.01.2019,2,2048,54,4,8,Store,1,,,,,
3473,31.08.2015,2,2049,6,4,6,Store,1,,,,,
3474,28.02.2017,2,2050,18,0,0,CRM,1,,,,,
3475,24.09.2013,2,2051,946,4,15,Store,1,,,,,
3476,08.08.2015,2,2052,144,0,0,CRM,1,,,,,
3477,12.05.2018,2,2053,13,0,0,CRM,1,,,,,
3478,16.02.2017,2,2053,194,0,0,CRM,2,12.05.2018,13.0,0.0,CRM,0.0
3479,17.03.2017,2,2053,263,0,0,CRM,3,16.02.2017,194.0,0.0,CRM,0.0
3480,17.10.2017,2,2053,192,0,0,CRM,4,17.03.2017,263.0,0.0,CRM,0.0
3481,25.06.2016,2,2053,14,3,4,SEA,5,17.10.2017,192.0,0.0,CRM,0.0
3482,26.10.2018,2,2054,222,3,3,SEA,1,,,,,
3483,08.09.2017,2,2055,517,0,0,CRM,1,,,,,
3484,17.11.2016,1,2055,106,0,0,CRM,2,08.09.2017,517.0,0.0,CRM,0.0
3485,22.04.2016,1,2055,61,4,6,Store,3,17.11.2016,106.0,0.0,CRM,0.0
3486,25.03.2018,2,2055,128,0,0,CRM,4,22.04.2016,61.0,4.0,Store,6.0
3487,04.09.2015,2,2056,144,4,6,Store,1,,,,,
3488,10.08.2016,2,2056,162,4,6,Store,2,04.09.2015,144.0,4.0,Store,6.0
3489,14.08.2019,2,2056,114,0,0,CRM,3,10.08.2016,162.0,4.0,Store,6.0
3490,15.02.2016,2,2056,406,3,4,SEA,4,14.08.2019,114.0,0.0,CRM,0.0
3491,17.04.2019,2,2056,181,0,0,CRM,5,15.02.2016,406.0,3.0,SEA,4.0
3492,17.05.2017,2,2056,400,0,0,CRM,6,17.04.2019,181.0,0.0,CRM,0.0
3493,17.10.2018,2,2056,53,0,0,CRM,7,17.05.2017,400.0,0.0,CRM,0.0
3494,25.02.2019,2,2056,216,0,0,CRM,8,17.10.2018,53.0,0.0,CRM,0.0
3495,25.09.2017,2,2056,29,0,0,CRM,9,25.02.2019,216.0,0.0,CRM,0.0
3496,26.06.2019,2,2056,166,0,0,CRM,10,25.09.2017,29.0,0.0,CRM,0.0
3497,27.05.2017,2,2056,164,4,13,Store,11,26.06.2019,166.0,0.0,CRM,0.0
3498,28.11.2016,2,2056,15,3,3,SEA,12,27.05.2017,164.0,4.0,Store,13.0
3499,09.08.2016,1,2057,388,4,15,Store,1,,,,,
3500,24.04.2017,2,2058,3,1,1,Affiliate A,1,,,,,
3501,10.11.2015,2,2059,185,4,6,Store,1,,,,,
3502,15.06.2018,1,2060,293,0,0,CRM,1,,,,,
3503,18.01.2016,1,2061,450,0,0,CRM,1,,,,,
3504,26.10.2015,1,2061,185,2,2,Direct,2,18.01.2016,450.0,0.0,CRM,0.0
3505,06.02.2018,2,2062,141,3,3,SEA,1,,,,,
3506,09.11.2018,1,2063,54,0,0,CRM,1,,,,,
3507,25.09.2018,2,2064,201,3,3,SEA,1,,,,,
3508,27.12.2018,4,2065,208,0,0,CRM,1,,,,,
3509,22.08.2018,4,2066,224,3,3,SEA,1,,,,,
3510,12.08.2019,2,2067,153,3,3,SEA,1,,,,,
3511,22.02.2017,2,2068,194,3,3,SEA,1,,,,,
3512,06.08.2018,2,2069,335,0,0,CRM,1,,,,,
3513,15.08.2017,2,2069,240,3,3,SEA,2,06.08.2018,335.0,0.0,CRM,0.0
3514,25.10.2018,1,2070,72,4,8,Store,1,,,,,
3515,11.01.2017,2,2071,63,0,0,CRM,1,,,,,
3516,01.08.2016,1,2072,104,0,0,CRM,1,,,,,
3517,04.04.2019,1,2072,145,0,0,CRM,2,01.08.2016,104.0,0.0,CRM,0.0
3518,08.11.2018,2,2072,32,0,0,CRM,3,04.04.2019,145.0,0.0,CRM,0.0
3519,13.06.2018,2,2072,249,0,0,CRM,4,08.11.2018,32.0,0.0,CRM,0.0
3520,19.07.2017,2,2072,214,0,0,CRM,5,13.06.2018,249.0,0.0,CRM,0.0
3521,19.12.2015,2,2072,107,3,4,SEA,6,19.07.2017,214.0,0.0,CRM,0.0
3522,24.11.2018,1,2072,90,0,0,CRM,7,19.12.2015,107.0,3.0,SEA,4.0
3523,27.02.2019,1,2072,248,0,0,CRM,8,24.11.2018,90.0,0.0,CRM,0.0
3524,27.06.2017,1,2072,250,0,0,CRM,9,27.02.2019,248.0,0.0,CRM,0.0
3525,11.08.2016,2,2073,146,4,8,Store,1,,,,,
3526,08.08.2016,1,2074,218,4,7,Store,1,,,,,
3527,06.11.2017,2,2075,200,0,0,CRM,1,,,,,
3528,24.08.2019,2,2075,22,0,0,CRM,2,06.11.2017,200.0,0.0,CRM,0.0
3529,10.11.2016,2,2076,18,2,2,Direct,1,,,,,
3530,22.11.2018,2,2077,23,4,8,Store,1,,,,,
3531,06.02.2017,2,2078,300,1,1,Affiliate A,1,,,,,
3532,14.11.2018,2,2079,238,4,8,Store,1,,,,,
3533,20.07.2019,2,2079,153,0,0,CRM,2,14.11.2018,238.0,4.0,Store,8.0
3534,24.10.2013,2,2080,771,4,8,Store,1,,,,,
3535,04.07.2019,2,2081,486,4,13,Store,1,,,,,
3536,25.01.2017,2,2082,16,3,3,SEA,1,,,,,
3537,27.04.2016,2,2083,104,0,0,CRM,1,,,,,
3538,29.10.2015,2,2083,226,1,1,Affiliate A,2,27.04.2016,104.0,0.0,CRM,0.0
3539,17.09.2017,1,2084,29,0,0,CRM,1,,,,,
3540,31.08.2015,1,2084,276,4,8,Store,2,17.09.2017,29.0,0.0,CRM,0.0
3541,01.11.2015,2,2085,206,4,7,Store,1,,,,,
3542,27.12.2018,2,2086,301,0,0,CRM,1,,,,,
3543,09.11.2015,2,2087,50,3,3,SEA,1,,,,,
3544,12.11.2017,2,2088,178,2,2,Direct,1,,,,,
3545,23.09.2018,2,2088,81,1,1,Affiliate A,2,12.11.2017,178.0,2.0,Direct,2.0
3546,01.02.2016,2,2089,124,4,8,Store,1,,,,,
3547,04.07.2019,2,2089,430,0,0,CRM,2,01.02.2016,124.0,4.0,Store,8.0
3548,28.06.2016,2,2089,279,4,12,Store,3,04.07.2019,430.0,0.0,CRM,0.0
3549,09.08.2018,2,2090,80,0,0,CRM,1,,,,,
3550,22.08.2018,2,2090,127,3,3,SEA,2,09.08.2018,80.0,0.0,CRM,0.0
3551,08.01.2019,2,2091,54,3,3,SEA,1,,,,,
3552,18.11.2016,2,2092,18,3,3,SEA,1,,,,,
3553,04.10.2018,1,2093,72,3,3,SEA,1,,,,,
3554,19.02.2018,1,2093,271,3,3,SEA,2,04.10.2018,72.0,3.0,SEA,3.0
3555,30.10.2015,1,2093,50,3,3,SEA,3,19.02.2018,271.0,3.0,SEA,3.0
3556,30.12.2016,1,2093,300,0,0,CRM,4,30.10.2015,50.0,3.0,SEA,3.0
3557,07.01.2015,2,2094,661,0,0,CRM,1,,,,,
3558,12.07.2019,2,2095,24,0,0,CRM,1,,,,,
3559,13.04.2018,2,2095,159,0,0,CRM,2,12.07.2019,24.0,0.0,CRM,0.0
3560,15.11.2015,2,2095,157,3,4,SEA,3,13.04.2018,159.0,0.0,CRM,0.0
3561,06.08.2016,2,2096,388,4,15,Store,1,,,,,
3562,04.08.2018,2,2097,171,0,0,CRM,1,,,,,
3563,10.05.2019,6,2097,262,0,0,CRM,2,04.08.2018,171.0,0.0,CRM,0.0
3564,23.08.2019,1,2098,34,3,3,SEA,1,,,,,
3565,14.11.2016,2,2099,202,5,18,Affiliate B,1,,,,,
3566,03.11.2017,2,2100,11,2,2,Direct,1,,,,,
3567,07.12.2018,12,2101,30,3,3,SEA,1,,,,,
3568,26.10.2017,2,2102,138,5,19,Affiliate B,1,,,,,
3569,27.04.2018,2,2103,435,0,0,CRM,1,,,,,
3570,27.07.2016,2,2103,104,0,0,CRM,2,27.04.2018,435.0,0.0,CRM,0.0
3571,10.04.2018,2,2104,163,0,0,CRM,1,,,,,
3572,11.07.2017,3,2104,16,3,3,SEA,2,10.04.2018,163.0,0.0,CRM,0.0
3573,18.03.2019,2,2104,150,0,0,CRM,3,11.07.2017,16.0,3.0,SEA,3.0
3574,29.11.2015,2,2105,353,3,3,SEA,1,,,,,
3575,02.08.2017,2,2106,7,0,0,CRM,1,,,,,
3576,18.10.2018,2,2107,10,0,0,CRM,1,,,,,
3577,01.08.2019,2,2108,221,1,1,Affiliate A,1,,,,,
3578,09.11.2015,2,2108,130,0,0,CRM,2,01.08.2019,221.0,1.0,Affiliate A,1.0
3579,09.12.2016,2,2108,213,0,0,CRM,3,09.11.2015,130.0,0.0,CRM,0.0
3580,12.03.2018,2,2108,227,0,0,CRM,4,09.12.2016,213.0,0.0,CRM,0.0
3581,19.07.2017,2,2108,323,0,0,CRM,5,12.03.2018,227.0,0.0,CRM,0.0
3582,17.04.2019,2,2109,181,0,0,CRM,1,,,,,
3583,29.01.2018,2,2109,271,3,3,SEA,2,17.04.2019,181.0,0.0,CRM,0.0
3584,07.02.2018,2,2110,13,0,0,CRM,1,,,,,
3585,14.04.2018,2,2110,320,0,0,CRM,2,07.02.2018,13.0,0.0,CRM,0.0
3586,18.04.2019,2,2110,108,0,0,CRM,3,14.04.2018,320.0,0.0,CRM,0.0
3587,12.09.2017,2,2111,291,5,18,Affiliate B,1,,,,,
3588,14.02.2017,3,2112,205,5,18,Affiliate B,1,,,,,
3589,15.02.2016,2,2113,124,4,6,Store,1,,,,,
3590,28.02.2019,2,2113,166,4,12,Store,2,15.02.2016,124.0,4.0,Store,6.0
3591,31.01.2019,2,2114,54,3,3,SEA,1,,,,,
3592,22.12.2017,1,2115,243,0,0,CRM,1,,,,,
3593,25.10.2017,1,2115,140,2,2,Direct,2,22.12.2017,243.0,0.0,CRM,0.0
3594,31.03.2017,2,2115,334,4,12,Store,3,25.10.2017,140.0,2.0,Direct,2.0
3595,11.02.2018,2,2116,173,1,1,Affiliate A,1,,,,,
3596,06.07.2017,1,2117,214,0,0,CRM,1,,,,,
3597,21.11.2016,2,2118,106,0,0,CRM,1,,,,,
3598,04.11.2018,2,2119,10,2,2,Direct,1,,,,,
3599,01.05.2018,2,2120,462,0,0,CRM,1,,,,,
3600,03.02.2016,2,2120,376,0,0,CRM,2,01.05.2018,462.0,0.0,CRM,0.0
3601,11.09.2017,2,2120,163,0,0,CRM,3,03.02.2016,376.0,0.0,CRM,0.0
3602,16.01.2019,2,2120,75,0,0,CRM,4,11.09.2017,163.0,0.0,CRM,0.0
3603,19.10.2015,2,2120,50,4,8,Store,5,16.01.2019,75.0,0.0,CRM,0.0
3604,28.10.2016,1,2121,254,2,2,Direct,1,,,,,
3605,12.10.2017,2,2122,65,0,0,CRM,1,,,,,
3606,13.06.2017,2,2122,161,0,0,CRM,2,12.10.2017,65.0,0.0,CRM,0.0
3607,23.01.2017,4,2122,16,4,8,Store,3,13.06.2017,161.0,0.0,CRM,0.0
3608,07.02.2019,2,2123,23,3,3,SEA,1,,,,,
3609,07.02.2019,2,2123,118,3,3,SEA,2,07.02.2019,23.0,3.0,SEA,3.0
3610,24.06.2019,2,2123,468,3,3,SEA,3,07.02.2019,118.0,3.0,SEA,3.0
3611,19.02.2018,2,2124,66,3,4,SEA,1,,,,,
3612,26.01.2018,2,2125,136,2,2,Direct,1,,,,,
3613,27.09.2016,2,2126,205,5,18,Affiliate B,1,,,,,
3614,16.10.2017,2,2127,192,0,0,CRM,1,,,,,
3615,22.08.2016,6,2127,232,0,0,CRM,2,16.10.2017,192.0,0.0,CRM,0.0
3616,27.11.2017,3,2127,271,0,0,CRM,3,22.08.2016,232.0,0.0,CRM,0.0
3617,13.10.2012,2,2128,799,4,7,Store,1,,,,,
3618,27.09.2016,2,2129,205,5,18,Affiliate B,1,,,,,
3619,25.08.2015,2,2130,5,0,0,CRM,1,,,,,
3620,16.03.2016,2,2131,204,3,4,SEA,1,,,,,
3621,01.02.2019,2,2132,90,4,7,Store,1,,,,,
3622,06.03.2017,2,2132,345,0,0,CRM,2,01.02.2019,90.0,4.0,Store,7.0
3623,13.11.2015,2,2132,185,4,7,Store,3,06.03.2017,345.0,0.0,CRM,0.0
3624,14.04.2018,2,2132,135,3,4,SEA,4,13.11.2015,185.0,4.0,Store,7.0
3625,16.12.2017,2,2132,9,0,0,CRM,5,14.04.2018,135.0,3.0,SEA,4.0
3626,18.08.2018,2,2132,10,0,0,CRM,6,16.12.2017,9.0,0.0,CRM,0.0
3627,21.03.2016,1,2132,411,3,4,SEA,7,18.08.2018,10.0,0.0,CRM,0.0
3628,22.10.2018,2,2132,160,4,7,Store,8,21.03.2016,411.0,3.0,SEA,4.0
3629,24.04.2017,2,2132,298,3,4,SEA,9,22.10.2018,160.0,4.0,Store,7.0
3630,24.10.2013,2,2133,802,4,8,Store,1,,,,,
3631,02.02.2018,2,2134,271,4,8,Store,1,,,,,
3632,11.11.2018,1,2135,238,4,12,Store,1,,,,,
3633,06.07.2019,2,2136,468,4,13,Store,1,,,,,
3634,11.01.2017,2,2137,495,3,3,SEA,1,,,,,
3635,06.11.2016,2,2138,42,3,3,SEA,1,,,,,
3636,04.09.2016,2,2139,466,0,0,CRM,1,,,,,
3637,08.05.2018,2,2139,182,0,0,CRM,2,04.09.2016,466.0,0.0,CRM,0.0
3638,11.04.2016,2,2139,340,4,6,Store,3,08.05.2018,182.0,0.0,CRM,0.0
3639,31.03.2017,2,2139,247,0,0,CRM,4,11.04.2016,340.0,4.0,Store,6.0
3640,23.08.2018,2,2140,149,0,0,CRM,1,,,,,
3641,14.09.2016,2,2141,346,4,6,Store,1,,,,,
3642,08.09.2017,2,2142,517,0,0,CRM,1,,,,,
3643,19.11.2018,1,2143,461,2,2,Direct,1,,,,,
3644,13.12.2016,2,2144,215,4,8,Store,1,,,,,
3645,23.01.2015,2,2145,375,3,3,SEA,1,,,,,
3646,22.10.2015,2,2146,525,2,2,Direct,1,,,,,
3647,10.01.2019,2,2147,47,0,0,CRM,1,,,,,
3648,17.07.2017,2,2148,250,3,3,SEA,1,,,,,
3649,22.04.2019,2,2148,872,1,1,Affiliate A,2,17.07.2017,250.0,3.0,SEA,3.0
3650,06.11.2015,1,2149,399,3,3,SEA,1,,,,,
3651,21.04.2015,1,2150,318,1,1,Affiliate A,1,,,,,
3652,12.02.2018,2,2151,163,3,4,SEA,1,,,,,
3653,05.03.2019,2,2152,52,0,0,CRM,1,,,,,
3654,09.09.2016,2,2152,42,4,12,Store,2,05.03.2019,52.0,0.0,CRM,0.0
3655,20.12.2016,2,2153,215,4,8,Store,1,,,,,
3656,08.02.2016,2,2154,130,4,8,Store,1,,,,,
3657,20.01.2017,2,2154,576,0,0,CRM,2,08.02.2016,130.0,4.0,Store,8.0
3658,02.08.2016,2,2155,226,1,1,Affiliate A,1,,,,,
3659,25.07.2016,2,2156,300,0,0,CRM,1,,,,,
3660,10.02.2017,2,2157,106,4,7,Store,1,,,,,
3661,26.02.2018,2,2157,136,4,7,Store,2,10.02.2017,106.0,4.0,Store,7.0
3662,04.09.2018,4,2158,526,5,18,Affiliate B,1,,,,,
3663,25.09.2016,1,2159,15,0,0,CRM,1,,,,,
3664,27.01.2016,1,2159,91,3,4,SEA,2,25.09.2016,15.0,0.0,CRM,0.0
3665,27.06.2016,1,2159,14,0,0,CRM,3,27.01.2016,91.0,3.0,SEA,4.0
3666,22.11.2015,2,2160,157,3,4,SEA,1,,,,,
3667,24.01.2019,2,2161,30,2,2,Direct,1,,,,,
3668,27.04.2019,1,2161,56,7,28,Affiliate D,2,24.01.2019,30.0,2.0,Direct,2.0
3669,25.10.2016,2,2162,28,5,18,Affiliate B,1,,,,,
3670,02.05.2017,1,2163,439,0,0,CRM,1,,,,,
3671,17.07.2019,2,2164,142,4,7,Store,1,,,,,
3672,05.06.2018,1,2165,19,0,0,CRM,1,,,,,
3673,19.03.2019,2,2165,30,0,0,CRM,2,05.06.2018,19.0,0.0,CRM,0.0
3674,15.08.2015,2,2166,389,4,6,Store,1,,,,,
3675,20.11.2015,2,2167,157,6,20,Affiliate C,1,,,,,
3676,28.10.2017,2,2168,129,3,3,SEA,1,,,,,
3677,28.11.2016,2,2168,70,4,15,Store,2,28.10.2017,129.0,3.0,SEA,3.0
3678,25.07.2016,2,2169,300,4,6,Store,1,,,,,
3679,11.12.2017,2,2170,307,4,8,Store,1,,,,,
3680,25.06.2016,2,2170,14,3,4,SEA,2,11.12.2017,307.0,4.0,Store,8.0
3681,19.10.2015,2,2171,383,3,3,SEA,1,,,,,
3682,18.09.2018,2,2172,72,0,0,CRM,1,,,,,
3683,29.01.2018,2,2172,173,4,8,Store,2,18.09.2018,72.0,0.0,CRM,0.0
3684,22.01.2017,4,2173,16,3,4,SEA,1,,,,,
3685,29.04.2019,4,2173,52,0,0,CRM,2,22.01.2017,16.0,3.0,SEA,4.0
3686,07.04.2017,2,2174,215,3,4,SEA,1,,,,,
3687,29.10.2016,2,2175,146,1,1,Affiliate A,1,,,,,
3688,02.02.2019,2,2176,208,4,8,Store,1,,,,,
3689,09.05.2019,2,2176,322,4,8,Store,2,02.02.2019,208.0,4.0,Store,8.0
3690,19.07.2019,2,2176,440,0,0,CRM,3,09.05.2019,322.0,4.0,Store,8.0
3691,06.09.2016,2,2177,162,1,1,Affiliate A,1,,,,,
3692,15.08.2015,2,2177,144,0,0,CRM,2,06.09.2016,162.0,1.0,Affiliate A,1.0
3693,31.08.2018,2,2177,149,0,0,CRM,3,15.08.2015,144.0,0.0,CRM,0.0
3694,10.09.2018,2,2178,72,0,0,CRM,1,,,,,
3695,15.03.2017,2,2178,63,4,16,Store,2,10.09.2018,72.0,0.0,CRM,0.0
3696,16.08.2019,2,2178,114,0,0,CRM,3,15.03.2017,63.0,4.0,Store,16.0
3697,18.07.2019,2,2178,239,4,6,Store,4,16.08.2019,114.0,0.0,CRM,0.0
3698,20.02.2017,2,2178,334,4,6,Store,5,18.07.2019,239.0,4.0,Store,6.0
3699,27.02.2018,2,2178,191,0,0,CRM,6,20.02.2017,334.0,4.0,Store,6.0
3700,11.04.2018,2,2179,66,5,19,Affiliate B,1,,,,,
3701,07.01.2013,2,2180,654,0,0,CRM,1,,,,,
3702,10.01.2018,4,2181,135,3,3,SEA,1,,,,,
3703,29.08.2018,2,2181,10,0,0,CRM,2,10.01.2018,135.0,3.0,SEA,3.0
3704,09.01.2016,1,2182,318,1,1,Affiliate A,1,,,,,
3705,13.03.2019,1,2182,116,0,0,CRM,2,09.01.2016,318.0,1.0,Affiliate A,1.0
3706,26.07.2016,1,2182,319,0,0,CRM,3,13.03.2019,116.0,0.0,CRM,0.0
3707,19.04.2019,2,2183,150,0,0,CRM,1,,,,,
3708,09.08.2019,2,2184,447,0,0,CRM,1,,,,,
3709,05.02.2019,2,2185,315,1,1,Affiliate A,1,,,,,
3710,18.11.2015,2,2186,64,2,2,Direct,1,,,,,
3711,13.03.2019,2,2187,120,3,5,SEA,1,,,,,
3712,17.11.2018,1,2188,364,0,0,CRM,1,,,,,
3713,05.03.2019,2,2189,38,4,8,Store,1,,,,,
3714,06.01.2017,1,2190,63,0,0,CRM,1,,,,,
3715,06.07.2019,1,2190,142,3,3,SEA,2,06.01.2017,63.0,0.0,CRM,0.0
3716,06.10.2017,1,2190,65,0,0,CRM,3,06.07.2019,142.0,3.0,SEA,3.0
3717,08.07.2016,1,2190,218,0,0,CRM,4,06.10.2017,65.0,0.0,CRM,0.0
